ISIN,BID,ASK,Valid
CH0441697353,106.4217,107.2533,invalide
CH0441697353,96.747,97.503,invalide
CH0465314166,100.71,101.71,valide
CH0465314166,78.5538,79.3338,invalide
CH0465314166,125.8875,127.1375,invalide
CH0465314166,124.8804,126.1204,invalide
CH0465314166,109.7739,110.8639,invalide
CH0465314166,72.5112,73.2312,invalide
CH0465314166,124.8804,126.1204,invalide
CH0473581053,108.88,109.88,valide
CH0473581053,108.85,109.85,valide
CH0473581053,108.84,109.84,valide
CH0473581053,127.3896,128.5596,invalide
CH0473581053,82.7488,83.5088,invalide
CH0473581053,100.1696,101.0896,invalide
CH0473581053,96.9032,97.7932,invalide
CH0473581053,83.8376,84.6076,invalide
CH0473581053,87.104,87.904,invalide
CH0473581053,108.85,109.85,invalide
CH0473581053,127.3545,128.5245,invalide
CH0473581053,92.5225,93.3725,invalide
CH0473581053,130.62,131.82,invalide
CH0473581053,117.558,118.638,invalide
CH0473581053,136.0625,137.3125,invalide
CH0473581053,141.492,142.792,invalide
CH0473581053,79.4532,80.1832,invalide
CH0473581053,132.7848,134.0048,invalide
CH0473581053,93.6024,94.4624,invalide
CH0473581053,120.8124,121.9224,invalide
CH0473581053,126.2544,127.4144,invalide
CH0473582523,115.04,116.08,valide
CH0473582523,114.93,115.97,valide
CH0473582523,113.8896,114.9192,invalide
CH0473582523,90.8816,91.7032,invalide
CH0473582523,96.6336,97.5072,invalide
CH0473582523,140.3488,141.6176,invalide
CH0473582523,119.6416,120.7232,invalide
CH0473582523,80.528,81.256,invalide
CH0473582523,122.9751,124.0879,invalide
CH0473582523,121.8258,122.9282,invalide
CH0473582523,148.2597,149.6013,invalide
CH0473582523,101.1384,102.0536,invalide
CH0473582523,140.2146,141.4834,invalide
CH0473582523,114.93,115.97,invalide
CH0473589411,127.68,128.72,valide
CH0473589411,127.63,128.67,valide
CH0473589411,103.4208,104.2632,invalide
CH0473589411,97.0368,97.8272,invalide
CH0473589411,120.0192,120.9968,invalide
CH0473589411,130.2336,131.2944,invalide
CH0473589411,141.7248,142.8792,invalide
CH0473589411,102.144,102.976,invalide
CH0473589411,122.5248,123.5232,invalide
CH0473589411,112.3144,113.2296,invalide
CH0473589411,122.5248,123.5232,invalide
CH0473589411,119.9722,120.9498,invalide
CH0473589411,90.6173,91.3557,invalide
CH0473589411,130.1826,131.2434,invalide
CH0495578764,129.79,130.79,valide
CH0495578764,149.2585,150.4085,invalide
CH0495578764,147.9606,149.1006,invalide
CH0495578764,99.9383,100.7083,invalide
CH0495578764,155.748,156.948,invalide
CH0495578764,92.1509,92.8609,invalide
CH0495578764,120.7047,121.6347,invalide
CH0495578772,129.44,130.44,valide
CH0495578772,126.8512,127.8312,invalide
CH0495578772,141.0896,142.1796,invalide
CH0495578772,95.7856,96.5256,invalide
CH0495578772,134.6176,135.6576,invalide
CH0495578772,98.3744,99.1344,invalide
CH0495578772,133.3232,134.3532,invalide
CH0507404983,109.8,110.8,valide
CH0507404983,82.35,83.1,invalide
CH0507404983,98.82,99.72,invalide
CH0507404983,95.526,96.396,invalide
CH0507404983,119.682,120.772,invalide
CH0507404983,81.252,81.992,invalide
CH0507404983,117.486,118.556,invalide
CH0511370279,165.26,166.56,valide
CH0511370279,165.26,166.56,invalide
CH0511370279,152.0392,153.2352,invalide
CH0511370279,143.7762,144.9072,invalide
CH0511370279,185.0912,186.5472,invalide
CH0511370279,201.6172,203.2032,invalide
CH0511370279,173.523,174.888,invalide
CH0511378223,63.78,64.78,valide
CH0511378223,63.72,64.72,valide
CH0511378223,60.591,61.541,invalide
CH0511378223,73.9848,75.1448,invalide
CH0511378223,73.9848,75.1448,invalide
CH0511378223,66.969,68.019,invalide
CH0511378223,70.158,71.258,invalide
CH0511378223,79.0872,80.3272,invalide
CH0511378223,56.0736,56.9536,invalide
CH0511378223,44.604,45.304,invalide
CH0511378223,65.6316,66.6616,invalide
CH0511378223,63.72,64.72,invalide
CH0511378223,75.1896,76.3696,invalide
CH0511378223,47.1528,47.8928,invalide
CH0511553734,112.49,113.49,valide
CH0511553734,112.59,113.59,valide
CH0511553734,112.58,113.58,valide
CH0511553734,107.9904,108.9504,invalide
CH0511553734,95.6165,96.4665,invalide
CH0511553734,110.2402,111.2202,invalide
CH0511553734,95.6165,96.4665,invalide
CH0511553734,111.3651,112.3551,invalide
CH0511553734,85.4924,86.2524,invalide
CH0511553734,122.7231,123.8131,invalide
CH0511553734,115.9677,116.9977,invalide
CH0511553734,105.8346,106.7746,invalide
CH0511553734,111.4641,112.4541,invalide
CH0511553734,96.8274,97.6874,invalide
CH0511553734,81.0648,81.7848,invalide
CH0511553734,96.8188,97.6788,invalide
CH0511553734,129.467,130.617,invalide
CH0511553734,137.3476,138.5676,invalide
CH0511553734,93.4414,94.2714,invalide
CH0511553734,95.693,96.543,invalide
CH0511553734,86.6866,87.4566,invalide
CH0521386489,101.21,102.21,valide
CH0521386489,101.15,102.15,valide
CH0521386489,91.089,91.989,invalide
CH0521386489,120.4399,121.6299,invalide
CH0521386489,116.3915,117.5415,invalide
CH0521386489,101.21,102.21,invalide
CH0521386489,92.1011,93.0111,invalide
CH0521386489,72.8712,73.5912,invalide
CH0521386489,80.92,81.72,invalide
CH0521386489,130.4835,131.7735,invalide
CH0521386489,97.104,98.064,invalide
CH0521386489,78.897,79.677,invalide
CH0521386489,93.058,93.978,invalide
CH0521386489,81.9315,82.7415,invalide
CH0540985469,126.01,127.01,valide
CH0540985469,126.12,127.12,valide
CH0540985469,120.9696,121.9296,invalide
CH0540985469,108.3686,109.2286,invalide
CH0540985469,123.4898,124.4698,invalide
CH0540985469,154.9923,156.2223,invalide
CH0540985469,160.0327,161.3027,invalide
CH0540985469,90.7272,91.4472,invalide
CH0540985469,152.6052,153.8152,invalide
CH0540985469,107.202,108.052,invalide
CH0540985469,158.9112,160.1712,invalide
CH0540985469,116.0304,116.9504,invalide
CH0540985469,132.426,133.476,invalide
CH0540985469,94.59,95.34,invalide
CH0546396307,93.83,93.83,valide
CH0546396307,93.91,93.91,valide
CH0546396307,89.1385,89.1385,invalide
CH0546396307,81.6321,81.6321,invalide
CH0546396307,109.7811,109.7811,invalide
CH0546396307,85.3853,85.3853,invalide
CH0546396307,112.596,112.596,invalide
CH0546396307,87.2619,87.2619,invalide
CH0546396307,101.4228,101.4228,invalide
CH0546396307,115.5093,115.5093,invalide
CH0546396307,68.5543,68.5543,invalide
CH0546396307,90.1536,90.1536,invalide
CH0546396307,85.4581,85.4581,invalide
CH0546396307,69.4934,69.4934,invalide
CH0547923059,112.28,113.28,valide
CH0547923059,112.01,113.01,valide
CH0547923059,112,113,valide
CH0547923059,111.99,112.99,valide
CH0547923059,127.9992,129.1392,invalide
CH0547923059,145.964,147.264,invalide
CH0547923059,84.21,84.96,invalide
CH0547923059,101.052,101.952,invalide
CH0547923059,130.2448,131.4048,invalide
CH0547923059,112.28,113.28,invalide
CH0547923059,79.5271,80.2371,invalide
CH0547923059,86.2477,87.0177,invalide
CH0547923059,94.0884,94.9284,invalide
CH0547923059,138.8924,140.1324,invalide
CH0547923059,86.2477,87.0177,invalide
CH0547923059,123.211,124.311,invalide
CH0547923059,120.96,122.04,invalide
CH0547923059,101.92,102.83,invalide
CH0547923059,100.8,101.7,invalide
CH0547923059,141.12,142.38,invalide
CH0547923059,88.48,89.27,invalide
CH0547923059,122.08,123.17,invalide
CH0547923059,100.791,101.691,invalide
CH0547923059,85.1124,85.8724,invalide
CH0547923059,83.9925,84.7425,invalide
CH0547923059,137.7477,138.9777,invalide
CH0547923059,117.5895,118.6395,invalide
CH0547923059,122.0691,123.1591,invalide
CH0547931045,189.02,190.02,valide
CH0547931045,189.08,190.08,valide
CH0547931045,181.4592,182.4192,invalide
CH0547931045,175.7886,176.7186,invalide
CH0547931045,228.7142,229.9242,invalide
CH0547931045,232.4946,233.7246,invalide
CH0547931045,158.7768,159.6168,invalide
CH0547931045,200.3612,201.4212,invalide
CH0547931045,200.4248,201.4848,invalide
CH0547931045,179.626,180.576,invalide
CH0547931045,225.0052,226.1952,invalide
CH0547931045,168.2812,169.1712,invalide
CH0547931045,158.8272,159.6672,invalide
CH0547931045,136.1376,136.8576,invalide
CH0547935517,78.94,80.16,valide
CH0547935517,79.04,80.26,valide
CH0547935517,101.0432,102.6048,invalide
CH0547935517,86.834,88.176,invalide
CH0547935517,74.2036,75.3504,invalide
CH0547935517,69.4672,70.5408,invalide
CH0547935517,86.0446,87.3744,invalide
CH0547935517,67.8884,68.9376,invalide
CH0547935517,87.7344,89.0886,invalide
CH0547935517,56.1184,56.9846,invalide
CH0547935517,62.4416,63.4054,invalide
CH0547935517,85.3632,86.6808,invalide
CH0547935517,83.7824,85.0756,invalide
CH0547935517,63.232,64.208,invalide
CH0575779738,97.85,98.85,valide
CH0575779738,97.62,98.62,valide
CH0575779738,97.6,98.6,valide
CH0575779738,83.1725,84.0225,invalide
CH0575779738,104.6995,105.7695,invalide
CH0575779738,104.6995,105.7695,invalide
CH0575779738,82.194,83.034,invalide
CH0575779738,93.936,94.896,invalide
CH0575779738,96.8715,97.8615,invalide
CH0575779738,75.1674,75.9374,invalide
CH0575779738,95.6676,96.6476,invalide
CH0575779738,68.334,69.034,invalide
CH0575779738,101.5248,102.5648,invalide
CH0575779738,102.501,103.551,invalide
CH0575779738,75.1674,75.9374,invalide
CH0575779738,72.224,72.964,invalide
CH0575779738,91.744,92.684,invalide
CH0575779738,69.296,70.006,invalide
CH0575779738,111.264,112.404,invalide
CH0575779738,80.032,80.852,invalide
CH0575779738,117.12,118.32,invalide
CH0575779746,95.92,96.92,valide
CH0575779746,95.56,96.56,valide
CH0575779746,92.0832,93.0432,invalide
CH0575779746,69.0624,69.7824,invalide
CH0575779746,106.4712,107.5812,invalide
CH0575779746,119.9,121.15,invalide
CH0575779746,107.4304,108.5504,invalide
CH0575779746,69.0624,69.7824,invalide
CH0575779746,109.894,111.044,invalide
CH0575779746,67.8476,68.5576,invalide
CH0575779746,67.8476,68.5576,invalide
CH0575779746,119.45,120.7,invalide
CH0575779746,76.448,77.248,invalide
CH0575779746,81.226,82.076,invalide
CH0575782203,87.31,88.31,valide
CH0575782203,87.08,88.08,valide
CH0575782203,87.07,88.07,valide
CH0575782203,87.72,88.72,valide
CH0575782203,102.1527,103.3227,invalide
CH0575782203,64.6094,65.3494,invalide
CH0575782203,87.31,88.31,invalide
CH0575782203,97.7872,98.9072,invalide
CH0575782203,87.31,88.31,invalide
CH0575782203,65.4825,66.2325,invalide
CH0575782203,87.9508,88.9608,invalide
CH0575782203,62.6976,63.4176,invalide
CH0575782203,104.496,105.696,invalide
CH0575782203,77.5012,78.3912,invalide
CH0575782203,112.3332,113.6232,invalide
CH0575782203,85.3384,86.3184,invalide
CH0575782203,108.8375,110.0875,invalide
CH0575782203,77.4923,78.3823,invalide
CH0575782203,98.3891,99.5191,invalide
CH0575782203,83.5872,84.5472,invalide
CH0575782203,87.07,88.07,invalide
CH0575782203,112.3203,113.6103,invalide
CH0575782203,80.7024,81.6224,invalide
CH0575782203,91.2288,92.2688,invalide
CH0575782203,87.72,88.72,invalide
CH0575782203,81.5796,82.5096,invalide
CH0575782203,76.3164,77.1864,invalide
CH0575782203,111.4044,112.6744,invalide
CH0575782385,91.56,92.56,valide
CH0575782385,91.33,92.33,valide
CH0575782385,91.32,92.32,valide
CH0575782385,96.138,97.188,invalide
CH0575782385,75.0792,75.8992,invalide
CH0575782385,69.5856,70.3456,invalide
CH0575782385,104.3784,105.5184,invalide
CH0575782385,98.8848,99.9648,invalide
CH0575782385,75.0792,75.8992,invalide
CH0575782385,84.9369,85.8669,invalide
CH0575782385,73.064,73.864,invalide
CH0575782385,115.0758,116.3358,invalide
CH0575782385,63.931,64.631,invalide
CH0575782385,107.7694,108.9494,invalide
CH0575782385,102.2896,103.4096,invalide
CH0575782385,94.9728,96.0128,invalide
CH0575782385,74.8824,75.7024,invalide
CH0575782385,112.3236,113.5536,invalide
CH0575782385,67.5768,68.3168,invalide
CH0575782385,86.754,87.704,invalide
CH0575782385,73.056,73.856,invalide
CH0575783185,109.24,110.26,valide
CH0575783185,109.23,110.25,valide
CH0575783185,96.1312,97.0288,invalide
CH0575783185,140.9196,142.2354,invalide
CH0575783185,138.7348,140.0302,invalide
CH0575783185,98.316,99.234,invalide
CH0575783185,89.5768,90.4132,invalide
CH0575783185,128.9032,130.1068,invalide
CH0575783185,88.4763,89.3025,invalide
CH0575783185,126.7068,127.89,invalide
CH0575783185,101.5839,102.5325,invalide
CH0575783185,81.9225,82.6875,invalide
CH0575783185,126.7068,127.89,invalide
CH0575783185,98.307,99.225,invalide
CH0575783813,72.09,73.19,valide
CH0575783813,72.21,73.31,valide
CH0575783813,69.9273,70.9943,invalide
CH0575783813,62.7183,63.6753,invalide
CH0575783813,63.4392,64.4072,invalide
CH0575783813,84.3453,85.6323,invalide
CH0575783813,59.1138,60.0158,invalide
CH0575783813,61.9974,62.9434,invalide
CH0575783813,85.2078,86.5058,invalide
CH0575783813,87.3741,88.7051,invalide
CH0575783813,53.4354,54.2494,invalide
CH0575783813,52.7133,53.5163,invalide
CH0575783813,61.3785,62.3135,invalide
CH0575783813,91.7067,93.1037,invalide
CH0575784142,99.21,100.21,valide
CH0575784142,98.97,99.97,valide
CH0575784142,98.98,99.98,valide
CH0575784142,98.96,99.96,valide
CH0575784142,125.9967,127.2667,invalide
CH0575784142,119.052,120.252,invalide
CH0575784142,88.2969,89.1869,invalide
CH0575784142,94.2495,95.1995,invalide
CH0575784142,98.2179,99.2079,invalide
CH0575784142,118.0599,119.2499,invalide
CH0575784142,104.9082,105.9682,invalide
CH0575784142,91.0524,91.9724,invalide
CH0575784142,96.0009,96.9709,invalide
CH0575784142,105.8979,106.9679,invalide
CH0575784142,101.9391,102.9691,invalide
CH0575784142,124.7022,125.9622,invalide
CH0575784142,120.7556,121.9756,invalide
CH0575784142,100.9596,101.9796,invalide
CH0575784142,97.9902,98.9802,invalide
CH0575784142,96.0106,96.9806,invalide
CH0575784142,111.8474,112.9774,invalide
CH0575784142,110.8576,111.9776,invalide
CH0575784142,79.168,79.968,invalide
CH0575784142,114.7936,115.9536,invalide
CH0575784142,86.0952,86.9652,invalide
CH0575784142,97.9704,98.9604,invalide
CH0575784142,91.0432,91.9632,invalide
CH0575784142,91.0432,91.9632,invalide
CH0575784159,96.82,97.82,valide
CH0575784159,96.47,97.47,valide
CH0575784159,96.46,97.46,valide
CH0575784159,100.6928,101.7328,invalide
CH0575784159,92.9472,93.9072,invalide
CH0575784159,83.2652,84.1252,invalide
CH0575784159,78.4242,79.2342,invalide
CH0575784159,87.138,88.038,invalide
CH0575784159,89.0744,89.9944,invalide
CH0575784159,88.7524,89.6724,invalide
CH0575784159,110.9405,112.0905,invalide
CH0575784159,67.529,68.229,invalide
CH0575784159,80.0701,80.9001,invalide
CH0575784159,108.0464,109.1664,invalide
CH0575784159,106.117,107.217,invalide
CH0575784159,108.9998,110.1298,invalide
CH0575784159,125.398,126.698,invalide
CH0575784159,120.575,121.825,invalide
CH0575784159,101.283,102.333,invalide
CH0575784159,83.9202,84.7902,invalide
CH0575784159,107.0706,108.1806,invalide
CH0575785826,94.71,95.73,valide
CH0575785826,94.72,95.74,valide
CH0575785826,47.48,48.5,invalide
CH0575785826,122.1759,123.4917,invalide
CH0575785826,107.9694,109.1322,invalide
CH0575785826,79.5564,80.4132,invalide
CH0575785826,83.3448,84.2424,invalide
CH0575785826,85.239,86.157,invalide
CH0575785826,105.1281,106.2603,invalide
CH0575785826,112.7168,113.9306,invalide
CH0575785826,104.192,105.314,invalide
CH0575785826,118.4,119.675,invalide
CH0575785826,115.5584,116.8028,invalide
CH0575785826,71.04,71.805,invalide
CH0575785826,118.4,119.675,invalide
CH0575787301,96.5,97.5,valide
CH0575787301,96.26,97.26,valide
CH0575787301,96.25,97.25,valide
CH0575787301,96.26,97.26,valide
CH0575787301,70.445,71.175,invalide
CH0575787301,125.45,126.75,invalide
CH0575787301,110.975,112.125,invalide
CH0575787301,118.695,119.925,invalide
CH0575787301,82.025,82.875,invalide
CH0575787301,98.43,99.45,invalide
CH0575787301,68.3446,69.0546,invalide
CH0575787301,93.3722,94.3422,invalide
CH0575787301,74.1202,74.8902,invalide
CH0575787301,121.2876,122.5476,invalide
CH0575787301,102.9982,104.0682,invalide
CH0575787301,93.3722,94.3422,invalide
CH0575787301,107.8,108.92,invalide
CH0575787301,87.5875,88.4975,invalide
CH0575787301,67.375,68.075,invalide
CH0575787301,105.875,106.975,invalide
CH0575787301,86.625,87.525,invalide
CH0575787301,109.725,110.865,invalide
CH0575787301,83.7462,84.6162,invalide
CH0575787301,89.5218,90.4518,invalide
CH0575787301,77.9706,78.7806,invalide
CH0575787301,82.7836,83.6436,invalide
CH0575787301,104.9234,106.0134,invalide
CH0575787301,98.1852,99.2052,invalide
CH0575787459,89.92,90.92,valide
CH0575787459,86.3232,87.2832,invalide
CH0575787459,105.2064,106.3764,invalide
CH0575787459,101.6096,102.7396,invalide
CH0575787459,110.6016,111.8316,invalide
CH0575787459,94.416,95.466,invalide
CH0575787459,89.0208,90.0108,invalide
CH0578496330,101.59,102.59,valide
CH0578496330,101.33,102.33,valide
CH0578496330,101.32,102.32,valide
CH0578496330,101.91,102.91,valide
CH0578496330,107.6854,108.7454,invalide
CH0578496330,99.5582,100.5382,invalide
CH0578496330,94.4787,95.4087,invalide
CH0578496330,85.3356,86.1756,invalide
CH0578496330,132.067,133.367,invalide
CH0578496330,78.2243,78.9943,invalide
CH0578496330,108.4231,109.4931,invalide
CH0578496330,83.0906,83.9106,invalide
CH0578496330,126.6625,127.9125,invalide
CH0578496330,128.6891,129.9591,invalide
CH0578496330,91.197,92.097,invalide
CH0578496330,85.1172,85.9572,invalide
CH0578496330,72.9504,73.6704,invalide
CH0578496330,75.99,76.74,invalide
CH0578496330,71.9372,72.6472,invalide
CH0578496330,98.2804,99.2504,invalide
CH0578496330,103.3464,104.3664,invalide
CH0578496330,98.2804,99.2504,invalide
CH0578496330,79.4898,80.2698,invalide
CH0578496330,75.4134,76.1534,invalide
CH0578496330,103.9482,104.9682,invalide
CH0578496330,74.3943,75.1243,invalide
CH0578496330,101.91,102.91,invalide
CH0578496330,123.3111,124.5211,invalide
CH0578503861,101.96,102.96,valide
CH0578503861,101.71,102.71,valide
CH0578503861,101.7,102.7,valide
CH0578503861,101.68,102.68,valide
CH0578503861,71.372,72.072,invalide
CH0578503861,117.254,118.404,invalide
CH0578503861,127.45,128.7,invalide
CH0578503861,110.1168,111.1968,invalide
CH0578503861,108.0776,109.1376,invalide
CH0578503861,130.5088,131.7888,invalide
CH0578503861,98.6587,99.6287,invalide
CH0578503861,92.5561,93.4661,invalide
CH0578503861,95.6074,96.5474,invalide
CH0578503861,106.7955,107.8455,invalide
CH0578503861,83.4022,84.2222,invalide
CH0578503861,128.1546,129.4146,invalide
CH0578503861,95.598,96.538,invalide
CH0578503861,88.479,89.349,invalide
CH0578503861,82.377,83.187,invalide
CH0578503861,74.241,74.971,invalide
CH0578503861,115.938,117.078,invalide
CH0578503861,111.87,112.97,invalide
CH0578503861,105.7472,106.7872,invalide
CH0578503861,116.932,118.082,invalide
CH0578503861,92.5288,93.4388,invalide
CH0578503861,128.1168,129.3768,invalide
CH0578503861,126.0832,127.3232,invalide
CH0578503861,109.8144,110.8944,invalide
CH0584497009,107.49,108.49,valide
CH0584497009,107.23,108.23,valide
CH0584497009,82.7673,83.5373,invalide
CH0584497009,111.7896,112.8296,invalide
CH0584497009,84.9171,85.7071,invalide
CH0584497009,98.8908,99.8108,invalide
CH0584497009,112.8645,113.9145,invalide
CH0584497009,105.3402,106.3202,invalide
CH0584497009,139.399,140.699,invalide
CH0584497009,91.1455,91.9955,invalide
CH0584497009,111.5192,112.5592,invalide
CH0584497009,138.3267,139.6167,invalide
CH0584497009,137.2544,138.5344,invalide
CH0584497009,97.5793,98.4893,invalide
CH0584955766,98.93,99.93,valide
CH0584955766,75.1868,75.9468,invalide
CH0584955766,110.8016,111.9216,invalide
CH0584955766,69.251,69.951,invalide
CH0584955766,101.8979,102.9279,invalide
CH0584955766,81.1226,81.9426,invalide
CH0584955766,90.0263,90.9363,invalide
CH0588785201,99.51,100.51,valide
CH0588785201,99.63,100.63,valide
CH0588785201,128.3679,129.6579,invalide
CH0588785201,99.51,100.51,invalide
CH0588785201,112.4463,113.5763,invalide
CH0588785201,112.4463,113.5763,invalide
CH0588785201,126.3777,127.6477,invalide
CH0588785201,102.4953,103.5253,invalide
CH0588785201,69.741,70.441,invalide
CH0588785201,129.519,130.819,invalide
CH0588785201,88.6707,89.5607,invalide
CH0588785201,115.5708,116.7308,invalide
CH0588785201,82.6929,83.5229,invalide
CH0588785201,94.6485,95.5985,invalide
CH0597497012,83.99,84.99,valide
CH0597497012,83.88,84.88,valide
CH0597497012,83.87,84.87,valide
CH0597497012,73.0713,73.9413,invalide
CH0597497012,108.3471,109.6371,invalide
CH0597497012,88.1895,89.2395,invalide
CH0597497012,83.1501,84.1401,invalide
CH0597497012,79.7905,80.7405,invalide
CH0597497012,62.1526,62.8926,invalide
CH0597497012,77.1696,78.0896,invalide
CH0597497012,75.492,76.392,invalide
CH0597497012,68.7816,69.6016,invalide
CH0597497012,97.3008,98.4608,invalide
CH0597497012,62.0712,62.8112,invalide
CH0597497012,66.2652,67.0552,invalide
CH0597497012,89.7409,90.8109,invalide
CH0597497012,94.7731,95.9031,invalide
CH0597497012,87.2248,88.2648,invalide
CH0597497012,61.2251,61.9551,invalide
CH0597497012,97.2892,98.4492,invalide
CH0597497012,106.5149,107.7849,invalide
CH0598508056,94.16,95.16,valide
CH0598508056,93.93,94.93,valide
CH0598508056,93.92,94.92,valide
CH0598508056,93.2184,94.2084,invalide
CH0598508056,90.3936,91.3536,invalide
CH0598508056,74.3864,75.1764,invalide
CH0598508056,101.6928,102.7728,invalide
CH0598508056,117.7,118.95,invalide
CH0598508056,96.9848,98.0148,invalide
CH0598508056,72.3261,73.0961,invalide
CH0598508056,108.9588,110.1188,invalide
CH0598508056,92.0514,93.0314,invalide
CH0598508056,107.0802,108.2202,invalide
CH0598508056,88.2942,89.2342,invalide
CH0598508056,74.2047,74.9947,invalide
CH0598508056,92.9808,93.9708,invalide
CH0598508056,91.1024,92.0724,invalide
CH0598508056,80.7712,81.6312,invalide
CH0598508056,75.136,75.936,invalide
CH0598508056,117.4,118.65,invalide
CH0598508056,79.832,80.682,invalide
CH1100073720,89.27,90.27,valide
CH1100073720,89.06,90.06,valide
CH1100073720,91.9481,92.9781,invalide
CH1100073720,95.5189,96.5889,invalide
CH1100073720,67.8452,68.6052,invalide
CH1100073720,64.2744,64.9944,invalide
CH1100073720,109.8021,111.0321,invalide
CH1100073720,82.1284,83.0484,invalide
CH1100073720,65.0138,65.7438,invalide
CH1100073720,76.5916,77.4516,invalide
CH1100073720,73.9198,74.7498,invalide
CH1100073720,70.3574,71.1474,invalide
CH1100073720,73.9198,74.7498,invalide
CH1100073720,114.8874,116.1774,invalide
CH1103850132,102.77,103.77,valide
CH1103850132,103.08,104.08,valide
CH1103850132,76.0498,76.7898,invalide
CH1103850132,99.6869,100.6569,invalide
CH1103850132,80.1606,80.9406,invalide
CH1103850132,80.1606,80.9406,invalide
CH1103850132,96.6038,97.5438,invalide
CH1103850132,132.5733,133.8633,invalide
CH1103850132,83.4948,84.3048,invalide
CH1103850132,112.3572,113.4472,invalide
CH1103850132,122.6652,123.8552,invalide
CH1103850132,130.9116,132.1816,invalide
CH1103850132,77.31,78.06,invalide
CH1103850132,113.388,114.488,invalide
CH1104348896,84.72,85.72,valide
CH1104348896,84.51,85.51,valide
CH1104348896,60.1512,60.8612,invalide
CH1104348896,70.3176,71.1476,invalide
CH1104348896,60.9984,61.7184,invalide
CH1104348896,88.1088,89.1488,invalide
CH1104348896,83.0256,84.0056,invalide
CH1104348896,82.1784,83.1484,invalide
CH1104348896,67.608,68.408,invalide
CH1104348896,86.2002,87.2202,invalide
CH1104348896,69.2982,70.1182,invalide
CH1104348896,70.9884,71.8284,invalide
CH1104348896,60.0021,60.7121,invalide
CH1104348896,79.4394,80.3794,invalide
CH1104886655,80.15,81.15,valide
CH1104886655,80.08,81.08,valide
